x,fit,se
1,4.199373897147819,0.09112677636412675
1.0404040404040404,4.208815598527501,0.08577855661964104
1.0808080808080809,4.21825405011005,0.0806714674631126
1.121212121212121,4.227683606843176,0.07585228598539606
1.1616161616161615,4.2370912607117335,0.0713691357821155
1.202020202020202,4.246459239602822,0.06725858069660712
1.2424242424242424,4.255766953672212,0.0635355215461066
1.2828282828282829,4.264993664401479,0.06018809370925196
1.3232323232323233,4.274120746919757,0.057180684486171224
1.3636363636363638,4.2831321238448385,0.05446065912497481
1.404040404040404,4.292016187119236,0.05197111642583169
1.4444444444444444,4.300767587391683,0.04966460774336004
1.4848484848484849,4.309387587170491,0.0475109993465282
1.5252525252525253,4.317885197449301,0.0455006934883287
1.5656565656565657,4.32627447728039,0.043635480344017624
1.606060606060606,4.334573179311629,0.0419199018291054
1.6464646464646466,4.342803497559847,0.04035799636565222
1.6868686868686869,4.3509913664980235,0.03895075220949742
1.7272727272727273,4.3591640028936975,0.03769005933762049
1.7676767676767677,4.367348457729623,0.036559442086187485
1.8080808080808082,4.375570590408288,0.03554223971770118
1.8484848484848486,4.383852849129513,0.034634382718609816
1.8888888888888888,4.39221122256501,0.03385429629319551
1.9292929292929295,4.400655391732348,0.03323431084013094
1.9696969696969697,4.409188529186295,0.032806675318941506
2.0101010101010104,4.417807423823026,0.032589787923879156
2.0505050505050506,4.426502735190543,0.03258075981759045
2.090909090909091,4.4352610327773325,0.032755672072738676
2.1313131313131315,4.444062523430278,0.03308819855157128
2.1717171717171717,4.452880619649233,0.033565780624465365
2.212121212121212,4.461685282260652,0.034187472254768175
2.2525252525252526,4.470444836261499,0.03495664633860254
2.2929292929292933,4.479127030244833,0.03587239184765835
2.3333333333333335,4.487699845654502,0.03692291630163447
2.3737373737373737,4.496132306428602,0.038086170814276836
2.4141414141414144,4.504395685622705,0.03933587905222923
2.4545454545454546,4.512464568810956,0.04064903630292759
2.494949494949495,4.520316826987034,0.04200898719978492
2.5353535353535355,4.527933899166294,0.043408674731716834
2.575757575757576,4.535300486755958,0.0448496785616996
2.6161616161616164,4.542405485009968,0.04634246584252406
2.6565656565656566,4.5492428694229305,0.04790328928434196
2.6969696969696972,4.555810053153794,0.04954372035400162
2.7373737373737375,4.562107144090187,0.05126653211443024
2.7777777777777777,4.5681371609668115,0.053068521667129546
2.8181818181818183,4.573906088371714,0.05494604250912181
2.858585858585859,4.5794224246278645,0.05689988907014246
2.8989898989898992,4.584696968222172,0.058939145306354676
2.9393939393939394,4.589741869731724,0.0610788228301942
2.97979797979798,4.59457023781483,0.06333787576770224
3.0202020202020203,4.599195767189762,0.06573521314723646
3.060606060606061,4.603632206955759,0.06828132909109758
3.101010101010101,4.607892924396583,0.0709759363471446
3.1414141414141414,4.611990427043023,0.07381107746297311
3.181818181818182,4.615935516277505,0.07677710372432378
3.2222222222222223,4.6197368778679255,0.07986804631461185
3.262626262626263,4.623400189432656,0.08308715244222296
3.303030303030303,4.626928567332405,0.08644598023751734
3.3434343434343434,4.630324174429376,0.08995796729361506
3.383838383838384,4.6335883785209075,0.09363609195245669
3.4242424242424243,4.636721864471714,0.09749117925832178
3.464646464646465,4.639724667442247,0.10153134818674357
3.505050505050505,4.642595766022271,0.10576333408404912
3.545454545454546,4.645333687057719,0.11019002290403707
3.585858585858586,4.64793683006424,0.11481015235692629
3.6262626262626263,4.650403550440751,0.11961991739943212
3.666666666666667,4.65273229999366,0.12461544067435949
3.707070707070707,4.654922011426368,0.12979582356126942
3.747474747474748,4.656972545751093,0.13516468866554843
3.787878787878788,4.658884831149618,0.14072887389457175
3.8282828282828287,4.660660573421942,0.146495667434424
3.868686868686869,4.6623021592391325,0.1524713248916131
3.909090909090909,4.66381307909108,0.15866157663477357
3.94949494949495,4.665197865773453,0.16507133911588995
3.98989898989899,4.666461268984081,0.17170257590451612
4.030303030303031,4.667608341392357,0.1785549931228178
4.070707070707071,4.668644413194069,0.18562684263290422
4.111111111111111,4.669574936884761,0.19291473276939836
4.151515151515152,4.670405365970718,0.20041336461328657
4.191919191919192,4.67114115395823,0.20811600505387656
4.232323232323233,4.671787754353579,0.21601506965534423
4.272727272727273,4.672350620635275,0.22410277423057928
4.313131313131313,4.672835179238846,0.23237294209682635
4.353535353535354,4.673246778688544,0.24082361479610404
4.3939393939393945,4.673590662837487,0.2494558294592176
4.434343434343434,4.673871862043228,0.25827445312344716
4.474747474747475,4.674095376023905,0.26728467234085845
4.515151515151516,4.6742662044976555,0.27649102603737263
4.555555555555555,4.674389347182618,0.28589704070580974
4.595959595959597,4.674469803796935,0.2955049677147557
4.636363636363637,4.674512422971296,0.30531604811228025
4.6767676767676765,4.674521236137774,0.31533209244111193
4.717171717171718,4.674499999703687,0.32555321620983074
4.757575757575758,4.67445246986911,0.3359768149522213
4.7979797979797985,4.6743824028341106,0.34659753809233657
4.838383838383839,4.67429355479876,0.35740734773441796
4.878787878787879,4.674189681963131,0.36839564302042843
4.91919191919192,4.67407454052729,0.3795494339808986
4.95959595959596,4.673951886691307,0.39085355127959087
5,4.673825476655256,0.40229088057385853
